Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
3,h,1755000,8.5,2,1,Southern Metropolitan,14.37797941
4,h,1400000,8.5,1,1,Southern Metropolitan,14.15198279
3,u,1240000,8.5,2,2,Southern Metropolitan,14.03062194
2,u,700000,8.5,1,2,Southern Metropolitan,13.45883561
2,u,591000,8.5,1,1,Southern Metropolitan,13.2895713
2,u,537000,8.5,1,1,Southern Metropolitan,13.19375337
3,h,1805000,8.5,2,1,Southern Metropolitan,14.40607115
3,h,800000,8.5,2,2,Southern Metropolitan,13.59236701
3,h,965000,8.5,1,2,Southern Metropolitan,13.77988338
2,h,1160000,8.5,2,2,Southern Metropolitan,13.96393056
3,t,820000,8.5,2,2,Southern Metropolitan,13.61705962
4,h,2600000,8.5,2,2,Southern Metropolitan,14.771022
2,h,900000,8.5,1,1,Southern Metropolitan,13.71015004
3,h,1390000,8.5,1,2,Southern Metropolitan,14.14481431
3,t,1071000,8.5,2,2,Southern Metropolitan,13.88410335
3,h,1800000,8.5,2,2,Southern Metropolitan,14.40329722
3,h,2345000,8.5,2,1,Southern Metropolitan,14.66779596
2,u,741000,8.5,1,1,Southern Metropolitan,13.5157559
2,u,626000,8.5,1,1,Southern Metropolitan,13.34710565
3,h,2160000,8.5,1,1,Southern Metropolitan,14.58561878
4,h,3000000,8.5,2,2,Southern Metropolitan,14.91412285
3,h,1500000,8.5,2,0,Southern Metropolitan,14.22097567
4,h,1650000,8.5,3,2,Southern Metropolitan,14.31628585
3,t,850000,8.5,2,2,Southern Metropolitan,13.65299163
3,h,1750000,8.5,2,2,Southern Metropolitan,14.37512635
3,h,1450000,8.5,1,2,Southern Metropolitan,14.18707411
4,h,2806000,8.5,3,2,Southern Metropolitan,14.84727054
3,u,782000,8.5,1,1,Southern Metropolitan,13.56961002
4,h,1007000,8.5,2,2,Southern Metropolitan,13.82248617
4,h,1450000,8.5,2,2,Southern Metropolitan,14.18707411
2,u,500000,8.5,1,1,Southern Metropolitan,13.12236338
4,h,2600000,8.5,3,2,Southern Metropolitan,14.771022
2,h,895000,8.5,1,1,Southern Metropolitan,13.704579
2,t,751000,8.5,2,1,Southern Metropolitan,13.52916093
4,h,2050000,8.5,3,2,Southern Metropolitan,14.53335035
3,h,1605000,8.5,1,1,Southern Metropolitan,14.28863431
2,u,410000,8.5,0,0,Southern Metropolitan,12.92391244
2,u,577000,8.5,1,0,Southern Metropolitan,13.26559755
1,u,520000,7.7,1,1,Southern Metropolitan,13.16158409
3,t,1350000,7.7,2,2,Southern Metropolitan,14.11561515
1,u,392500,7.7,1,0,Southern Metropolitan,12.88029182
2,u,507000,7.7,1,1,Southern Metropolitan,13.13626628
2,u,525000,7.7,1,1,Southern Metropolitan,13.17115354
3,h,2116000,7.7,1,2,Southern Metropolitan,14.56503807
2,u,750000,7.7,1,1,Southern Metropolitan,13.52782849
1,u,510000,7.7,1,1,Southern Metropolitan,13.142166
2,u,599999,7.7,1,0,Southern Metropolitan,13.30468327
1,u,300000,7.7,1,0,Southern Metropolitan,12.61153775
3,t,1395000,7.7,2,1,Southern Metropolitan,14.14840497
2,u,855000,7.7,1,1,Southern Metropolitan,13.65885675
2,u,1050000,7.7,2,2,Southern Metropolitan,13.86430072
2,u,955000,7.7,1,1,Southern Metropolitan,13.76946662
2,u,680000,7.7,1,1,Southern Metropolitan,13.42984808
3,h,1911000,7.7,1,2,Southern Metropolitan,14.46313722
2,u,790000,7.7,1,2,Southern Metropolitan,13.57978822
2,u,550000,7.7,1,1,Southern Metropolitan,13.21767356
1,u,357000,7.7,1,1,Southern Metropolitan,12.78549106
2,u,685000,7.7,1,1,Southern Metropolitan,13.43717412
2,h,1210000,7.7,1,0,Southern Metropolitan,14.00613092
2,u,825000,7.7,1,2,Southern Metropolitan,13.62313867
3,h,1050000,7.7,1,0,Southern Metropolitan,13.86430072
2,u,632000,7.7,1,1,Southern Metropolitan,13.35664467
2,u,582500,7.7,1,1,Southern Metropolitan,13.27508446
1,u,485000,7.7,1,1,Southern Metropolitan,13.09190417
2,u,660000,7.7,2,1,Southern Metropolitan,13.39999511
2,u,575000,7.7,1,0,Southern Metropolitan,13.26212532
2,u,590000,7.7,1,1,Southern Metropolitan,13.28787782
3,h,1238000,7.7,2,1,Southern Metropolitan,14.02900773
2,u,640000,7.7,1,1,Southern Metropolitan,13.36922346
2,u,510000,7.7,1,1,Southern Metropolitan,13.142166
2,u,717000,7.7,1,1,Southern Metropolitan,13.48283112
4,h,1875000,7.7,2,0,Southern Metropolitan,14.44411922
2,h,1180000,7.7,1,0,Southern Metropolitan,13.981025
3,u,780000,7.7,1,1,Southern Metropolitan,13.5670492
3,h,878500,7.7,2,1,Southern Metropolitan,13.68597119
3,h,3572000,7.7,2,6,Southern Metropolitan,15.08863622
2,u,1015000,7.7,1,2,Southern Metropolitan,13.83039917
3,t,940000,7.7,1,1,Southern Metropolitan,13.75363515
2,u,630000,7.7,1,1,Southern Metropolitan,13.3534751
3,h,1700000,7.7,2,2,Southern Metropolitan,14.34613881
2,u,686000,7.7,1,1,Southern Metropolitan,13.43863291
2,u,560000,7.7,1,0,Southern Metropolitan,13.23569206
2,u,765000,7.7,1,0,Southern Metropolitan,13.54763111
2,u,670000,7.7,2,1,Southern Metropolitan,13.41503299
3,h,1625000,7.7,2,1,Southern Metropolitan,14.30101837
2,u,1122000,7.7,2,1,Southern Metropolitan,13.93062337
2,u,559000,7.7,1,1,Southern Metropolitan,13.23390475
1,u,369000,7.7,1,1,Southern Metropolitan,12.81855192
2,u,525500,7.7,1,1,Southern Metropolitan,13.17210547
4,h,2400000,7.7,2,2,Southern Metropolitan,14.6909793
2,u,655000,7.7,1,1,Southern Metropolitan,13.39239051
2,u,684000,7.7,1,0,Southern Metropolitan,13.4357132
1,u,451000,7.7,1,1,Southern Metropolitan,13.01922262
2,u,500000,7.7,1,1,Southern Metropolitan,13.12236338
2,u,680000,7.7,1,1,Southern Metropolitan,13.42984808
2,u,600000,7.7,1,1,Southern Metropolitan,13.30468493
1,u,370000,7.7,1,1,Southern Metropolitan,12.82125828
2,u,612000,7.7,1,1,Southern Metropolitan,13.32448756
3,h,1561000,7.7,2,0,Southern Metropolitan,14.2608372
1,u,390000,7.7,1,1,Southern Metropolitan,12.87390202
1,u,313000,7.7,1,1,Southern Metropolitan,12.65395847
2,u,630000,7.7,1,1,Southern Metropolitan,13.3534751
3,h,1675000,7.7,1,1,Southern Metropolitan,14.33132372
1,u,470000,7.7,1,1,Southern Metropolitan,13.06048797
2,u,640000,7.7,1,0,Southern Metropolitan,13.36922346
2,u,932000,7.7,2,1,Southern Metropolitan,13.74508809
2,u,645000,7.7,1,1,Southern Metropolitan,13.3770056
1,u,347000,7.7,1,1,Southern Metropolitan,12.75708006
2,u,875000,7.7,1,1,Southern Metropolitan,13.68197917
2,u,582500,7.7,1,1,Southern Metropolitan,13.27508446
2,u,570000,7.7,1,1,Southern Metropolitan,13.25339164
4,h,1875000,7.7,3,0,Southern Metropolitan,14.44411922
1,u,326000,7.7,1,1,Southern Metropolitan,12.69465266
1,u,340000,7.7,1,1,Southern Metropolitan,12.7367009
4,h,2200000,7.7,3,2,Southern Metropolitan,14.60396792
2,u,687500,7.7,1,1,Southern Metropolitan,13.44081711
2,u,680000,7.7,1,1,Southern Metropolitan,13.42984808
2,u,730000,7.7,1,1,Southern Metropolitan,13.50079981
2,u,526000,7.7,1,0,Southern Metropolitan,13.17305649
3,t,920000,7.7,2,2,Southern Metropolitan,13.73212895
3,h,1830000,7.7,2,2,Southern Metropolitan,14.41982652
2,u,572500,7.7,2,1,Southern Metropolitan,13.25776801
3,h,1925000,7.7,1,1,Southern Metropolitan,14.47043653
3,h,1425000,8,2,2,Western Metropolitan,14.16968237
2,u,660000,8,1,1,Western Metropolitan,13.39999511
2,u,550000,8,1,1,Western Metropolitan,13.21767356
3,h,980000,8,1,1,Western Metropolitan,13.79530785
3,h,1295000,8,1,3,Western Metropolitan,14.07402125
4,h,1900000,8,1,2,Western Metropolitan,14.45736444
2,t,595000,8,1,2,Western Metropolitan,13.29631668
3,h,911000,8,2,2,Western Metropolitan,13.72229818
4,h,900000,8,2,1,Western Metropolitan,13.71015004
2,u,645000,8,1,1,Western Metropolitan,13.3770056
4,h,1965000,8,2,4,Western Metropolitan,14.4910028
3,u,840000,8,2,1,Western Metropolitan,13.64115717
2,u,702500,8,1,1,Western Metropolitan,13.46240068
3,h,960000,8,1,2,Western Metropolitan,13.77468856
4,h,1670000,8,2,1,Western Metropolitan,14.32833418
3,h,1100000,8,2,1,Western Metropolitan,13.91082074
4,h,1800000,8,2,2,Western Metropolitan,14.40329722
4,t,1250000,8,3,2,Western Metropolitan,14.03865411
3,h,1365000,8,1,1,Western Metropolitan,14.12666499
2,h,1130000,8,1,1,Western Metropolitan,13.93772819
2,u,370000,8,1,3,Western Metropolitan,12.82125828
3,h,1467000,8,2,2,Western Metropolitan,14.19873006
2,h,1315000,8,1,0,Western Metropolitan,14.08934722
3,h,2390000,8,1,1,Western Metropolitan,14.68680392
3,h,1240000,8,2,2,Western Metropolitan,14.03062194
2,u,456000,8,1,0,Western Metropolitan,13.03024809
5,h,2800000,8,4,6,Western Metropolitan,14.84512998
1,u,325000,8,1,1,Western Metropolitan,12.69158046
2,u,521000,8,1,1,Western Metropolitan,13.16350532
2,u,645000,8,1,1,Western Metropolitan,13.3770056
4,h,1160000,8,3,2,Western Metropolitan,13.96393056
2,u,445000,8,1,1,Western Metropolitan,13.00582956
6,h,2620000,8,4,2,Western Metropolitan,14.77868488
3,h,1226000,8,1,3,Western Metropolitan,14.0192674
3,h,825000,8,1,3,Western Metropolitan,13.62313867
4,h,1402000,8,2,1,Western Metropolitan,14.15341035
3,h,897000,8,1,2,Western Metropolitan,13.70681114
3,h,1240000,8,1,1,Western Metropolitan,14.03062194
3,h,1990000,8,2,2,Western Metropolitan,14.5036452
3,h,855000,8,1,2,Western Metropolitan,13.65885675
4,h,1775000,8,2,2,Western Metropolitan,14.38931098
2,u,411000,8,1,1,Western Metropolitan,12.92634849
4,h,1275000,8,2,2,Western Metropolitan,14.05845674
5,h,1800000,8,2,2,Western Metropolitan,14.40329722
4,h,1590000,8,3,1,Western Metropolitan,14.27924457
2,u,606000,8,1,2,Western Metropolitan,13.31463527
3,h,1385000,8,2,1,Western Metropolitan,14.1412107
3,t,650000,8,2,1,Western Metropolitan,13.38472764
2,u,460000,8,1,1,Western Metropolitan,13.03898177
3,t,1000000,8,2,1,Western Metropolitan,13.81551056
3,h,980000,8,1,1,Western Metropolitan,13.79530785
2,u,520000,8,1,2,Western Metropolitan,13.16158409
2,u,585000,8,1,1,Western Metropolitan,13.27936713
4,h,1295000,8,2,2,Western Metropolitan,14.07402125
3,t,720000,8,1,2,Western Metropolitan,13.48700649
2,h,732500,8,1,1,Western Metropolitan,13.50421862
4,h,1635000,8,1,2,Western Metropolitan,14.30715336
2,u,485000,8,1,1,Western Metropolitan,13.09190417
3,h,980000,8,1,3,Western Metropolitan,13.79530785
3,u,840000,8,2,2,Western Metropolitan,13.64115717
2,h,1001000,8,1,2,Western Metropolitan,13.81651006
3,u,891000,8,2,1,Western Metropolitan,13.70009971
2,u,800000,8,1,2,Western Metropolitan,13.59236701
5,h,1575000,8,3,2,Western Metropolitan,14.26976583
1,u,280000,8,1,1,Western Metropolitan,12.54254488
4,h,1467000,8,2,1,Western Metropolitan,14.19873006
3,h,770000,8,1,0,Western Metropolitan,13.55414579
2,u,446000,8,1,1,Western Metropolitan,13.00807423
2,h,890000,8,1,1,Western Metropolitan,13.69897674
2,h,870000,8,1,2,Western Metropolitan,13.67624849
4,h,1500000,8,2,2,Western Metropolitan,14.22097567
3,h,1266000,8,1,2,Western Metropolitan,14.05137288
3,h,1134000,8,1,1,Western Metropolitan,13.94126176
5,h,1756000,8,2,5,Western Metropolitan,14.37854905
1,u,320500,8,1,1,Western Metropolitan,12.67763756
2,u,650000,8,1,1,Western Metropolitan,13.38472764
2,h,1065000,8,1,2,Western Metropolitan,13.87848536
2,u,667000,8,1,1,Western Metropolitan,13.41054532
4,h,1610000,8,2,2,Western Metropolitan,14.29174474
3,h,1695000,8,1,3,Western Metropolitan,14.3431933
2,h,930000,8,1,2,Western Metropolitan,13.74293987
4,h,1870000,8,1,1,Western Metropolitan,14.44144899
2,u,395000,8,1,1,Western Metropolitan,12.88664104
4,h,1726000,8,2,2,Western Metropolitan,14.36131715
3,h,1050000,8,1,1,Western Metropolitan,13.86430072
3,h,1470000,8,1,1,Western Metropolitan,14.20077296
3,h,801500,8,1,1,Western Metropolitan,13.59424025
2,u,480000,8,1,1,Western Metropolitan,13.08154138
3,h,1475000,8,1,2,Western Metropolitan,14.20416855
3,t,750000,8,1,1,Western Metropolitan,13.52782849
2,u,390000,8,1,1,Western Metropolitan,12.87390202
2,u,453000,8,1,1,Western Metropolitan,13.0236474
4,u,1170000,8,2,2,Western Metropolitan,13.97251431
4,h,1600000,8,3,1,Western Metropolitan,14.28551419
4,h,1535000,8,1,2,Western Metropolitan,14.24404094
3,h,1400000,8,2,2,Western Metropolitan,14.15198279
2,u,435000,8,1,1,Western Metropolitan,12.98310131
2,u,457000,8,1,1,Western Metropolitan,13.03243867
3,h,1460000,8,2,1,Western Metropolitan,14.19394699
2,u,736000,8,1,1,Western Metropolitan,13.5089854
2,u,405000,8,1,1,Western Metropolitan,12.91164235
2,u,450000,8,1,1,Western Metropolitan,13.01700286
2,u,740000,8,1,1,Western Metropolitan,13.51440547
2,u,691000,8,1,1,Western Metropolitan,13.4458951
2,u,370000,8,1,0,Western Metropolitan,12.82125828
4,h,2355000,8,2,3,Western Metropolitan,14.67205129
2,h,1255000,8,1,1,Western Metropolitan,14.04264613
4,h,1560000,8,1,2,Western Metropolitan,14.26019638
3,h,1330000,8,1,4,Western Metropolitan,14.1006895
3,h,1625000,8,2,1,Western Metropolitan,14.30101837
3,h,1150000,8,1,0,Western Metropolitan,13.9552725
3,h,1085000,8,1,1,Western Metropolitan,13.89709054
6,h,1800000,8,2,2,Western Metropolitan,14.40329722
2,u,360000,8,1,1,Western Metropolitan,12.79385931
2,u,645000,8,1,1,Western Metropolitan,13.3770056
1,u,250000,8,1,1,Western Metropolitan,12.4292162
3,h,1630000,8,2,2,Western Metropolitan,14.30409057
3,h,850000,8,2,1,Western Metropolitan,13.65299163
3,u,872000,8,1,1,Western Metropolitan,13.6785447
3,t,935000,8,2,2,Western Metropolitan,13.74830181
2,u,630000,8,1,1,Western Metropolitan,13.3534751
2,u,440000,8,1,1,Western Metropolitan,12.99453001
5,h,1811000,8,3,2,Western Metropolitan,14.40938974
3,h,1500000,8,2,3,Western Metropolitan,14.22097567
3,h,1290000,8,1,2,Western Metropolitan,14.07015278
3,h,1045000,8,1,1,Western Metropolitan,13.85952744
3,h,1290000,8,1,1,Western Metropolitan,14.07015278
2,h,953000,8,1,1,Western Metropolitan,13.76737018
3,h,1100000,8,1,2,Western Metropolitan,13.91082074
3,u,820000,8,1,1,Western Metropolitan,13.61705962
4,h,1270000,8,2,2,Western Metropolitan,14.05452746
3,h,1445000,8,2,1,Western Metropolitan,14.18361988
4,h,1113000,8,1,2,Western Metropolitan,13.92256963
2,u,370000,8,1,1,Western Metropolitan,12.82125828
3,h,1505000,8,2,2,Western Metropolitan,14.22430346
2,t,590000,8,1,1,Western Metropolitan,13.28787782
2,u,396000,9.4,1,1,Western Metropolitan,12.88916949
3,h,1580000,9.4,2,2,Western Metropolitan,14.27293541
2,u,393000,9.4,1,1,Western Metropolitan,12.88156489
1,u,260000,9.4,1,1,Western Metropolitan,12.46843691
3,h,1320000,9.4,1,1,Western Metropolitan,14.09314229
2,u,450000,9.4,1,1,Western Metropolitan,13.01700286
5,h,1360000,9.4,3,2,Western Metropolitan,14.12299526
2,u,340000,9.4,1,1,Western Metropolitan,12.7367009
3,u,765000,9.4,2,1,Western Metropolitan,13.54763111
4,h,1605000,9.4,2,2,Western Metropolitan,14.28863431
3,u,712000,9.4,2,2,Western Metropolitan,13.47583319
3,h,1425000,9.4,2,2,Western Metropolitan,14.16968237
3,h,1250000,5.8,2,0,Northern Metropolitan,14.03865411
3,h,1350000,5.8,1,2,Northern Metropolitan,14.11561515
3,h,1125000,5.8,1,2,Northern Metropolitan,13.93329359
3,h,1064000,5.8,1,1,Northern Metropolitan,13.87754595
2,h,1220000,5.8,1,2,Northern Metropolitan,14.01436142
4,h,1160000,5.8,2,1,Northern Metropolitan,13.96393056
2,u,505000,5.8,1,1,Northern Metropolitan,13.13231371
2,u,602000,5.8,1,1,Northern Metropolitan,13.30801272
3,t,846000,5.8,1,1,Northern Metropolitan,13.64827464
2,u,400000,5.8,1,1,Northern Metropolitan,12.89921983
2,h,610000,5.8,1,1,Northern Metropolitan,13.32121424
2,u,445000,5.8,1,1,Northern Metropolitan,13.00582956
2,u,730000,5.8,1,1,Northern Metropolitan,13.50079981
4,h,1730000,5.8,2,2,Northern Metropolitan,14.36363197
2,u,438000,5.8,1,1,Northern Metropolitan,12.98997419
3,h,1700000,5.8,2,1,Northern Metropolitan,14.34613881
2,u,510000,5.8,1,1,Northern Metropolitan,13.142166
1,u,300000,5.8,1,1,Northern Metropolitan,12.61153775
3,h,750000,5.8,2,1,Northern Metropolitan,13.52782849
3,h,2350000,5.8,2,4,Northern Metropolitan,14.66992589
3,h,1350000,5.8,1,4,Northern Metropolitan,14.11561515
4,h,2000000,5.8,3,2,Northern Metropolitan,14.50865774
2,h,1010000,5.8,1,1,Northern Metropolitan,13.82546089
3,h,1065000,5.8,1,2,Northern Metropolitan,13.87848536
2,t,805000,5.8,1,1,Northern Metropolitan,13.59859756
3,h,1055000,5.8,1,2,Northern Metropolitan,13.86905132
2,u,548000,5.8,1,1,Northern Metropolitan,13.21403057
3,h,1500000,5.8,1,1,Northern Metropolitan,14.22097567
2,u,600000,5.8,1,2,Northern Metropolitan,13.30468493
3,h,1510000,5.8,1,1,Northern Metropolitan,14.22762021
2,u,545000,5.8,1,1,Northern Metropolitan,13.20854107
3,h,1145000,5.8,1,3,Northern Metropolitan,13.95091519
3,h,1375000,5.8,1,1,Northern Metropolitan,14.13396429
2,h,1000000,1.6,1,0,Northern Metropolitan,13.81551056
3,h,1252000,1.6,2,2,Northern Metropolitan,14.04025283
2,u,810000,1.6,1,2,Northern Metropolitan,13.60478953
2,u,692000,1.6,1,1,Northern Metropolitan,13.44734123
4,h,1780000,1.6,1,1,Northern Metropolitan,14.39212392
1,h,947500,1.6,1,0,Northern Metropolitan,13.76158222
2,h,1460000,1.6,1,0,Northern Metropolitan,14.19394699
3,t,1520000,1.6,2,2,Northern Metropolitan,14.23422089
2,t,880000,1.6,2,2,Northern Metropolitan,13.68767719
4,h,3310000,1.6,4,2,Northern Metropolitan,15.01245875
3,h,1481000,1.6,2,1,Northern Metropolitan,14.20822809
3,h,2200000,1.6,2,1,Northern Metropolitan,14.60396792
3,h,1250000,1.6,1,1,Northern Metropolitan,14.03865411
2,h,1440000,1.6,1,0,Northern Metropolitan,14.18015367
2,h,1315000,1.6,1,0,Northern Metropolitan,14.08934722
4,h,1950000,1.6,1,0,Northern Metropolitan,14.48333993
1,u,597000,1.6,1,1,Northern Metropolitan,13.29967239
2,u,650000,1.6,1,1,Northern Metropolitan,13.38472764
1,u,465000,1.6,1,1,Northern Metropolitan,13.04979268
4,h,1620000,1.6,2,1,Northern Metropolitan,14.29793671
3,h,1600000,1.6,2,1,Northern Metropolitan,14.28551419
3,u,850000,1.6,2,1,Northern Metropolitan,13.65299163
2,u,790000,1.6,1,1,Northern Metropolitan,13.57978822
2,h,1122000,1.6,1,0,Northern Metropolitan,13.93062337
2,u,660000,1.6,2,0,Northern Metropolitan,13.39999511
2,h,1300000,1.6,1,1,Northern Metropolitan,14.07787482
1,u,420000,1.6,1,1,Northern Metropolitan,12.94800999
2,u,715000,1.6,1,1,Northern Metropolitan,13.48003782
1,u,458000,1.6,1,1,Northern Metropolitan,13.03462446
2,h,800000,1.6,2,1,Northern Metropolitan,13.59236701
2,t,710000,1.6,1,1,Northern Metropolitan,13.47302025
2,u,630000,1.6,1,1,Northern Metropolitan,13.3534751
4,h,4011000,1.6,3,2,Northern Metropolitan,15.20455114
2,h,677000,1.6,1,0,Northern Metropolitan,13.42542655
2,u,700000,3.5,2,1,Northern Metropolitan,13.45883561
2,h,860000,3.5,1,0,Northern Metropolitan,13.66468767
2,h,870000,3.5,1,0,Northern Metropolitan,13.67624849
2,h,1116000,3.5,1,0,Northern Metropolitan,13.92526142
4,h,1450000,3.5,2,1,Northern Metropolitan,14.18707411
2,t,930000,3.5,3,0,Northern Metropolitan,13.74293987
2,u,700000,3.5,2,2,Northern Metropolitan,13.45883561
3,h,2170000,3.5,2,1,Northern Metropolitan,14.59023773
1,u,358500,3.5,1,1,Northern Metropolitan,12.78968394
3,h,1000000,3.5,1,0,Northern Metropolitan,13.81551056
2,h,770000,3.5,2,1,Northern Metropolitan,13.55414579
2,h,1008000,3.5,1,1,Northern Metropolitan,13.82347873
3,t,1015000,3.5,2,1,Northern Metropolitan,13.83039917
3,h,1371000,3.5,1,1,Northern Metropolitan,14.13105096
2,t,1054000,3.5,2,1,Northern Metropolitan,13.86810301
2,h,1055000,3.5,1,0,Northern Metropolitan,13.86905132
2,u,720000,3.5,2,1,Northern Metropolitan,13.48700649
3,h,1286000,3.5,1,0,Northern Metropolitan,14.06704718
3,h,1655000,3.5,1,0,Northern Metropolitan,14.31931157
3,h,1181000,3.5,1,1,Northern Metropolitan,13.9818721
3,t,1600000,3.5,3,1,Northern Metropolitan,14.28551419
5,h,2875000,3.5,2,3,Northern Metropolitan,14.87156323
2,h,990000,3.5,1,0,Northern Metropolitan,13.80546022
4,h,1950000,3.5,2,2,Northern Metropolitan,14.48333993
4,h,3400000,3.5,2,1,Northern Metropolitan,15.03928599
4,h,1785000,3.5,2,1,Northern Metropolitan,14.39492897
2,h,1315000,3.5,1,0,Northern Metropolitan,14.08934722
2,h,1210000,3.5,1,1,Northern Metropolitan,14.00613092
3,h,1275000,3.5,2,1,Northern Metropolitan,14.05845674
3,h,1141000,3.5,1,1,Northern Metropolitan,13.94741563
2,h,1255000,3.5,1,0,Northern Metropolitan,14.04264613
3,h,1700000,3.5,2,1,Northern Metropolitan,14.34613881
2,h,1290000,3.5,1,0,Northern Metropolitan,14.07015278
2,t,750000,3.5,2,2,Northern Metropolitan,13.52782849
3,u,674000,3.5,1,1,Northern Metropolitan,13.42098539
2,u,675000,3.5,1,2,Northern Metropolitan,13.42246797
4,t,1700000,3.5,3,2,Northern Metropolitan,14.34613881
2,h,875000,3.5,1,0,Northern Metropolitan,13.68197917
3,t,1080000,3.5,2,1,Northern Metropolitan,13.8924716
3,h,1851000,3.5,1,1,Northern Metropolitan,14.43123659
2,h,1222500,3.5,1,2,Northern Metropolitan,14.0164085
1,u,330000,3.5,1,1,Northern Metropolitan,12.70684793
2,h,1232000,3.5,1,0,Northern Metropolitan,14.02414942
1,h,899000,3.5,1,0,Northern Metropolitan,13.70903831
3,h,2300000,3.5,1,2,Northern Metropolitan,14.64841968
2,h,937500,3.5,1,0,Northern Metropolitan,13.75097204
3,h,1710000,3.5,2,0,Northern Metropolitan,14.35200393
3,h,1600000,3.5,1,0,Northern Metropolitan,14.28551419
3,h,1300000,3.5,1,1,Northern Metropolitan,14.07787482
4,h,2300000,3.5,2,1,Northern Metropolitan,14.64841968
2,u,490000,3.5,1,1,Northern Metropolitan,13.10216067
3,h,1300000,3.5,2,0,Northern Metropolitan,14.07787482
3,h,1300000,3.5,1,0,Northern Metropolitan,14.07787482
3,h,2150000,3.5,2,0,Northern Metropolitan,14.5809784
3,t,775000,3.5,2,2,Northern Metropolitan,13.56061831
3,h,1581000,3.5,1,0,Northern Metropolitan,14.27356812
2,u,602000,3.5,1,1,Northern Metropolitan,13.30801272
2,h,650000,3.5,1,1,Northern Metropolitan,13.38472764
2,h,1283000,3.5,1,2,Northern Metropolitan,14.06471164
3,h,1450000,3.5,2,1,Northern Metropolitan,14.18707411
2,h,1325000,3.5,1,0,Northern Metropolitan,14.09692302
2,h,865500,4.4,1,1,Northern Metropolitan,13.67106265
2,u,365000,4.4,1,1,Northern Metropolitan,12.80765263
1,u,380000,4.4,1,1,Northern Metropolitan,12.84792653
2,u,425000,4.4,1,1,Northern Metropolitan,12.95984445
1,u,280000,4.4,1,1,Northern Metropolitan,12.54254488
3,h,870000,4.4,2,0,Northern Metropolitan,13.67624849
2,u,391000,4.4,1,1,Northern Metropolitan,12.87646284
2,h,715000,4.4,1,1,Northern Metropolitan,13.48003782
3,h,1130000,4.4,1,0,Northern Metropolitan,13.93772819
3,h,1110000,4.4,1,1,Northern Metropolitan,13.91987057
2,h,950000,4.4,1,1,Northern Metropolitan,13.76421726
2,h,918000,4.4,1,0,Northern Metropolitan,13.72995267
2,h,730000,4.4,1,1,Northern Metropolitan,13.50079981
2,u,360000,4.4,1,1,Northern Metropolitan,12.79385931
2,h,855000,4.4,1,0,Northern Metropolitan,13.65885675
2,h,860000,4.4,1,0,Northern Metropolitan,13.66468767
3,h,1012000,4.4,1,1,Northern Metropolitan,13.82743913
3,h,885000,4.4,1,0,Northern Metropolitan,13.69334292
3,h,1315000,4.4,1,1,Northern Metropolitan,14.08934722
4,h,1700000,4.4,1,1,Northern Metropolitan,14.34613881
3,h,1205000,4.4,2,2,Northern Metropolitan,14.00199012
2,u,395000,4.4,1,1,Northern Metropolitan,12.88664104
2,u,476000,4.4,1,1,Northern Metropolitan,13.07317313
1,h,250000,4.4,1,1,Northern Metropolitan,12.4292162
2,u,556000,4.4,2,1,Northern Metropolitan,13.22852357
2,h,845000,4.4,1,1,Northern Metropolitan,13.64709191
1,u,345000,4.4,1,1,Northern Metropolitan,12.7512997
3,h,1100000,4.4,2,0,Northern Metropolitan,13.91082074
2,h,957000,4.4,1,0,Northern Metropolitan,13.77155867
3,h,991000,4.4,1,4,Northern Metropolitan,13.80646981
3,h,850000,4.4,2,0,Northern Metropolitan,13.65299163
1,u,395000,4.4,1,1,Northern Metropolitan,12.88664104
2,u,350000,4.4,1,1,Northern Metropolitan,12.76568843
3,h,1115000,4.4,1,1,Northern Metropolitan,13.92436496
2,u,420500,4.4,1,1,Northern Metropolitan,12.94919976
3,t,585000,6.4,1,1,Western Metropolitan,13.27936713
1,u,85000,6.4,1,0,Western Metropolitan,11.35040654
4,h,1225000,6.4,2,1,Western Metropolitan,14.0184514
2,u,431000,6.4,1,1,Western Metropolitan,12.97386337
3,h,1003000,6.4,1,1,Western Metropolitan,13.81850607
3,h,840000,6.4,1,0,Western Metropolitan,13.64115717
3,h,1362000,6.4,2,0,Western Metropolitan,14.12446477
4,h,977000,6.4,2,1,Western Metropolitan,13.79224193
1,u,216000,6.4,1,1,Western Metropolitan,12.28303369
3,h,876000,6.4,2,2,Western Metropolitan,13.68312137
1,u,227000,6.4,1,1,Western Metropolitan,12.3327053
4,t,841000,6.4,2,2,Western Metropolitan,13.64234694
2,u,605000,6.4,1,3,Western Metropolitan,13.31298374
2,u,305000,6.4,1,1,Western Metropolitan,12.62806706
2,t,480000,6.4,1,1,Western Metropolitan,13.08154138
1,u,357000,6.4,1,0,Western Metropolitan,12.78549106
3,h,910000,6.4,1,1,Western Metropolitan,13.72119988
1,u,291000,6.4,1,1,Western Metropolitan,12.58107855
2,h,375000,6.4,1,1,Western Metropolitan,12.8346813
2,h,752000,6.4,1,0,Western Metropolitan,13.5304916
3,h,1155000,6.4,1,3,Western Metropolitan,13.9596109
3,h,930000,6.4,1,3,Western Metropolitan,13.74293987
2,u,490000,6.4,1,1,Western Metropolitan,13.10216067
3,h,853000,6.4,1,1,Western Metropolitan,13.65651483
